filepath,split,label,xmin,ymin,xmax,ymax
train/28.09-14-17:58.jpg,train,car,627,142,704,174
train/28.09-14-17:58.jpg,train,car,625,126,704,152
train/28.09-14-17:58.jpg,train,car,364,257,452,327
train/28.09-14-17:58.jpg,train,car,542,353,651,436
train/28.09-14-17:58.jpg,train,car,216,222,293,283
train/28.09-14-17:58.jpg,train,car,82,254,169,326
train/28.09-14-17:58.jpg,train,car,138,420,262,480
train/28.09-14-17:58.jpg,train,motorcycle,170,201,191,246
train/28.09-14-17:58.jpg,train,motorcycle,427,135,451,179
train/28.09-14-17:58.jpg,train,motorcycle,151,71,180,108
train/28.09-14-17:58.jpg,train,motorcycle,465,334,504,415
train/28.09-14-17:58.jpg,train,motorcycle,492,285,534,347
train/28.09-14-17:58.jpg,train,motorcycle,237,47,258,79
train/28.09-14-17:58.jpg,train,car,270,45,319,76
train/28.09-14-17:58.jpg,train,bus,633,109,704,129
train/28.09-14-17:58.jpg,train,truck,31,12,106,88
train/5-02-15-20:50.jpg,train,car,169,232,285,378
train/5-02-15-20:50.jpg,train,car,22,249,148,395
train/5-02-15-20:50.jpg,train,car,272,121,350,219
train/5-02-15-20:50.jpg,train,car,129,133,227,221
train/5-02-15-20:50.jpg,train,car,201,71,269,149
train/5-02-15-20:50.jpg,train,car,437,66,491,123
train/5-02-15-20:50.jpg,train,taxi,305,71,365,137
train/5-02-15-20:50.jpg,train,taxi,527,43,587,97
train/5-02-15-20:50.jpg,train,taxi,134,66,207,130
train/5-02-15-20:50.jpg,train,motorcycle,205,53,229,108
train/5-02-15-20:50.jpg,train,motorcycle,190,37,214,88
train/5-02-15-20:50.jpg,train,motorcycle,523,311,576,447
train/5-02-15-20:50.jpg,train,car,317,21,376,78
train/5-02-15-20:50.jpg,train,car,356,1,393,33
train/5-02-15-20:50.jpg,train,bus,1,131,127,345
train/5-02-15-20:21.jpg,train,bus,222,1,322,64
train/5-02-15-20:21.jpg,train,car,343,1,389,47
train/5-02-15-20:21.jpg,train,motorcycle,628,172,673,243
train/5-02-15-20:21.jpg,train,motorcycle,617,292,676,424
train/25.09-14-17:49.jpg,train,car,567,354,623,397
train/25.09-14-17:49.jpg,train,car,516,365,574,410
train/25.09-14-17:49.jpg,train,car,259,411,323,468
train/25.09-14-17:49.jpg,train,car,148,374,206,421
train/25.09-14-17:49.jpg,train,car,188,353,235,389
train/25.09-14-17:49.jpg,train,car,443,377,491,428
train/25.09-14-17:49.jpg,train,car,548,440,613,480
train/25.09-14-17:49.jpg,train,car,613,402,685,473
train/25.09-14-17:49.jpg,train,car,440,281,465,304
train/25.09-14-17:49.jpg,train,motorcycle,619,339,650,364
train/25.09-14-17:49.jpg,train,motorcycle,611,328,642,349
train/25.09-14-17:49.jpg,train,motorcycle,602,322,628,340
train/25.09-14-17:49.jpg,train,motorcycle,542,341,562,365
train/25.09-14-17:49.jpg,train,motorcycle,498,402,522,440
train/25.09-14-17:49.jpg,train,motorcycle,514,440,539,480
train/25.09-14-17:49.jpg,train,motorcycle,198,411,225,460
train/25.09-14-17:49.jpg,train,motorcycle,218,431,249,480
train/25.09-14-17:49.jpg,train,taxi,445,433,503,480
train/25.09-14-17:49.jpg,train,taxi,557,314,586,344
train/25.09-14-17:49.jpg,train,bus,228,280,297,357
train/25.09-14-17:49.jpg,train,truck,495,303,534,354
train/25.09-14-17:49.jpg,train,bus,488,244,525,279
train/25.09-14-17:49.jpg,train,bus,310,245,346,278
train/25.09-14-17:49.jpg,train,taxi,591,308,627,331
train/25.09-14-17:49.jpg,train,truck,517,277,559,317
train/25.09-14-17:49.jpg,train,truck,343,238,382,282
train/5-02-15-20:11.jpg,train,car,449,97,520,180
train/5-02-15-20:11.jpg,train,taxi,461,321,569,480
train/5-02-15-20:11.jpg,train,motorcycle,586,216,629,308
train/5-02-15-20:11.jpg,train,motorcycle,563,56,593,95
train/5-02-15-20:11.jpg,train,motorcycle,264,83,299,143
train/5-02-15-20:42.jpg,train,motorcycle,445,172,472,250
train/5-02-15-20:42.jpg,train,motorcycle,492,110,518,176
train/5-02-15-20:42.jpg,train,motorcycle,488,1,502,25
train/5-02-15-20:42.jpg,train,car,246,64,335,152
train/5-02-15-20:42.jpg,train,car,188,146,307,250
train/5-02-15-20:42.jpg,train,car,75,300,222,476
train/5-02-15-20:42.jpg,train,taxi,513,6,551,50
train/5-02-15-20:42.jpg,train,taxi,332,32,385,87
train/68-02-15-20:09.jpg,train,truck,342,152,427,229
train/68-02-15-20:09.jpg,train,car,399,140,454,174
train/68-02-15-20:09.jpg,train,car,281,129,327,161
train/68-02-15-20:09.jpg,train,car,202,103,240,130
train/68-02-15-20:09.jpg,train,car,160,92,193,117
train/68-02-15-20:09.jpg,train,motorcycle,414,253,441,309
train/68-02-15-20:09.jpg,train,taxi,525,162,578,195
train/4-02-15-20:13.jpg,train,car,268,22,298,55
train/4-02-15-20:13.jpg,train,car,231,3,267,36
train/4-02-15-20:13.jpg,train,car,201,64,246,113
train/4-02-15-20:13.jpg,train,motorcycle,106,88,134,138
train/28.09-14-17:57.jpg,train,bus,1,361,98,480
train/28.09-14-17:57.jpg,train,bus,646,178,704,266
train/28.09-14-17:57.jpg,train,car,440,172,498,221
train/28.09-14-17:57.jpg,train,car,91,266,161,332
train/28.09-14-17:57.jpg,train,car,556,329,654,414
train/28.09-14-17:57.jpg,train,car,542,110,589,142
train/28.09-14-17:57.jpg,train,car,620,142,704,176
train/28.09-14-17:57.jpg,train,car,620,119,704,144
train/28.09-14-17:57.jpg,train,car,582,90,641,124
train/28.09-14-17:57.jpg,train,motorcycle,473,360,518,447
train/28.09-14-17:57.jpg,train,motorcycle,462,294,502,358
train/28.09-14-17:57.jpg,train,motorcycle,429,212,465,274
train/28.09-14-17:57.jpg,train,motorcycle,376,205,423,269
train/28.09-14-17:57.jpg,train,motorcycle,298,85,316,121
train/28.09-14-17:57.jpg,train,motorcycle,445,437,505,480
train/28.09-14-17:57.jpg,train,taxi,303,44,350,76
train/69-02-15-20:11.jpg,train,truck,333,210,407,305
train/69-02-15-20:11.jpg,train,taxi,260,248,319,310
train/69-02-15-20:11.jpg,train,taxi,435,247,501,318
train/69-02-15-20:11.jpg,train,taxi,274,141,305,178
train/69-02-15-20:11.jpg,train,taxi,324,164,364,199
train/69-02-15-20:11.jpg,train,car,261,205,319,258
train/69-02-15-20:11.jpg,train,car,382,181,431,230
train/69-02-15-20:11.jpg,train,taxi,374,141,406,179
train/69-02-15-20:11.jpg,train,car,359,116,387,145
train/69-02-15-20:11.jpg,train,car,309,114,337,147
train/69-02-15-20:11.jpg,train,car,342,92,365,112
train/69-02-15-20:11.jpg,train,car,537,116,578,147
train/69-02-15-20:11.jpg,train,car,380,94,410,121
train/69-02-15-20:11.jpg,train,motorcycle,520,207,541,244
train/69-02-15-20:11.jpg,train,motorcycle,415,276,455,365
train/4-02-15-20:17.jpg,train,bus,13,19,100,109
train/4-02-15-20:17.jpg,train,car,235,151,289,223
train/4-02-15-20:17.jpg,train,car,349,41,380,72
train/4-02-15-20:17.jpg,train,car,464,20,500,45
train/4-02-15-20:17.jpg,train,car,350,7,377,33
train/4-02-15-20:17.jpg,train,car,328,1,353,12
train/4-02-15-20:17.jpg,train,motorcycle,388,31,406,68
train/27.09-14-17:40.jpg,train,car,102,145,189,237
train/27.09-14-17:40.jpg,train,taxi,234,2,286,44
train/27.09-14-17:40.jpg,train,motorcycle,414,145,465,214
train/27.09-14-17:40.jpg,train,motorcycle,368,41,410,91
train/25.09-14-17:53.jpg,train,truck,101,351,185,457
train/25.09-14-17:53.jpg,train,car,160,431,231,479
train/25.09-14-17:53.jpg,train,car,554,328,600,365
train/25.09-14-17:53.jpg,train,car,519,288,548,310
train/25.09-14-17:53.jpg,train,car,485,301,514,328
train/25.09-14-17:53.jpg,train,motorcycle,622,341,654,362
train/25.09-14-17:53.jpg,train,motorcycle,613,330,645,348
train/25.09-14-17:53.jpg,train,motorcycle,599,322,637,341
train/25.09-14-17:53.jpg,train,motorcycle,591,308,628,328
train/25.09-14-17:53.jpg,train,taxi,511,368,565,417
train/25.09-14-17:53.jpg,train,taxi,585,374,639,420
train/25.09-14-17:53.jpg,train,taxi,207,372,263,428
train/25.09-14-17:53.jpg,train,taxi,287,405,338,467
train/25.09-14-17:53.jpg,train,taxi,454,418,508,463
train/25.09-14-17:53.jpg,train,taxi,531,309,559,335
train/25.09-14-17:53.jpg,train,car,433,297,469,322
train/25.09-14-17:53.jpg,train,taxi,467,273,494,291
train/25.09-14-17:53.jpg,train,taxi,563,257,612,278
train/25.09-14-17:53.jpg,train,car,510,259,553,276
train/28.09-14-17:53.jpg,train,motorcycle,459,243,498,305
train/28.09-14-17:53.jpg,train,motorcycle,505,216,543,269
train/28.09-14-17:53.jpg,train,motorcycle,404,166,440,206
train/28.09-14-17:53.jpg,train,motorcycle,485,425,542,480
train/28.09-14-17:53.jpg,train,car,186,300,265,394
train/28.09-14-17:53.jpg,train,car,210,173,280,241
train/28.09-14-17:53.jpg,train,car,356,88,413,132
train/28.09-14-17:53.jpg,train,car,244,47,292,101
train/28.09-14-17:53.jpg,train,car,385,204,457,258
train/28.09-14-17:53.jpg,train,car,621,121,704,158
train/28.09-14-17:53.jpg,train,car,124,121,171,174
train/28.09-14-17:53.jpg,train,car,35,40,97,86
train/28.09-14-17:53.jpg,train,car,540,125,597,172
train/28.09-14-17:53.jpg,train,bus,628,108,704,128
train/28.09-14-17:53.jpg,train,taxi,212,120,246,167
train/28.09-14-17:53.jpg,train,taxi,1,368,93,466
train/28.09-14-17:53.jpg,train,car,38,19,87,48
train/33.09-14-17:58.jpg,train,motorcycle,443,102,491,150
train/33.09-14-17:58.jpg,train,motorcycle,277,32,316,74
train/33.09-14-17:58.jpg,train,motorcycle,172,1,207,32
train/33.09-14-17:58.jpg,train,taxi,216,1,266,26
train/20.09-14-17:43.jpg,train,car,495,111,668,221
train/20.09-14-17:43.jpg,train,car,143,25,290,111
train/20.09-14-17:43.jpg,train,motorcycle,17,106,84,175
train/20.09-14-17:43.jpg,train,motorcycle,230,8,298,60
train/27.09-14-17:44.jpg,train,taxi,335,1,382,37
train/27.09-14-17:44.jpg,train,car,232,31,281,84
train/27.09-14-17:44.jpg,train,taxi,191,9,217,40
train/27.09-14-17:44.jpg,train,taxi,229,1,255,22
train/28.09-14-17:48.jpg,train,truck,112,330,229,448
train/28.09-14-17:48.jpg,train,car,238,357,292,403
train/28.09-14-17:48.jpg,train,car,329,348,368,382
train/28.09-14-17:48.jpg,train,car,371,316,399,341
train/28.09-14-17:48.jpg,train,car,396,273,415,287
train/28.09-14-17:48.jpg,train,car,423,279,436,293
train/28.09-14-17:48.jpg,train,car,422,262,441,278
train/28.09-14-17:48.jpg,train,car,401,260,416,272
train/28.09-14-17:48.jpg,train,car,325,303,348,323
train/28.09-14-17:48.jpg,train,car,541,359,578,395
train/28.09-14-17:48.jpg,train,car,578,296,601,318
train/28.09-14-17:48.jpg,train,car,502,296,526,321
train/28.09-14-17:48.jpg,train,car,488,277,508,296
train/28.09-14-17:48.jpg,train,car,460,272,480,288
train/28.09-14-17:48.jpg,train,bus,474,253,496,274
train/28.09-14-17:48.jpg,train,motorcycle,472,291,485,308
train/28.09-14-17:48.jpg,train,motorcycle,519,374,534,403
train/28.09-14-17:48.jpg,train,motorcycle,483,359,503,388
train/28.09-14-17:48.jpg,train,motorcycle,519,324,536,349
train/28.09-14-17:48.jpg,train,motorcycle,484,317,504,339
train/28.09-14-17:48.jpg,train,motorcycle,525,419,547,456
train/22.09-14-17:50.jpg,train,motorcycle,189,34,214,71
train/27.09-14-17:53.jpg,train,bus,172,115,306,351
train/4-02-15-20:52.jpg,train,truck,178,38,255,126
train/4-02-15-20:52.jpg,train,truck,366,3,427,54
train/4-02-15-20:52.jpg,train,taxi,191,341,292,480
train/4-02-15-20:52.jpg,train,car,345,44,391,93
train/4-02-15-20:52.jpg,train,car,99,99,154,155
train/4-02-15-20:52.jpg,train,motorcycle,529,77,541,115
train/4-02-15-20:52.jpg,train,motorcycle,253,96,269,143
train/4-02-15-20:52.jpg,train,motorcycle,7,138,33,196
train/4-02-15-20:52.jpg,train,motorcycle,119,15,130,36
train/25.09-14-17:41.jpg,train,car,138,174,259,300
train/25.09-14-17:41.jpg,train,car,217,87,303,162
train/25.09-14-17:41.jpg,train,taxi,93,46,154,111
train/25.09-14-17:41.jpg,train,taxi,259,23,342,81
train/25.09-14-17:41.jpg,train,taxi,317,76,414,159
train/25.09-14-17:41.jpg,train,taxi,453,151,585,262
train/25.09-14-17:41.jpg,train,motorcycle,440,98,489,157
train/25.09-14-17:41.jpg,train,motorcycle,274,234,330,313
train/25.09-14-17:41.jpg,train,motorcycle,187,112,230,167
train/25.09-14-17:41.jpg,train,motorcycle,164,68,199,112
train/25.09-14-17:41.jpg,train,motorcycle,119,1,145,39
train/25.09-14-17:41.jpg,train,motorcycle,405,426,482,480
train/25.09-14-17:41.jpg,train,car,611,294,704,451
train/25.09-14-17:41.jpg,train,truck,420,296,680,480
train/25.09-14-17:41.jpg,train,motorcycle,328,21,368,65
train/25.09-14-17:41.jpg,train,car,157,5,215,52
train/26.09-14-17:41.jpg,train,motorcycle,255,32,288,91
train/26.09-14-17:41.jpg,train,motorcycle,391,80,451,154
train/26.09-14-17:41.jpg,train,motorcycle,471,179,534,273
train/26.09-14-17:41.jpg,train,motorcycle,445,291,528,409
train/26.09-14-17:41.jpg,train,motorcycle,573,330,661,447
train/26.09-14-17:41.jpg,train,car,326,120,444,233
train/26.09-14-17:41.jpg,train,taxi,541,184,690,331
train/26.09-14-17:41.jpg,train,car,359,5,437,76
train/28.09-14-17:45.jpg,train,motorcycle,317,433,343,474
train/28.09-14-17:45.jpg,train,motorcycle,401,310,420,334
train/28.09-14-17:45.jpg,train,motorcycle,488,329,501,350
train/28.09-14-17:45.jpg,train,motorcycle,491,301,498,319
train/28.09-14-17:45.jpg,train,motorcycle,504,346,522,374
train/28.09-14-17:45.jpg,train,car,331,293,353,316
train/28.09-14-17:45.jpg,train,car,392,274,413,289
train/28.09-14-17:45.jpg,train,car,503,295,526,316
train/28.09-14-17:45.jpg,train,car,485,370,525,412
train/28.09-14-17:45.jpg,train,bus,520,314,557,361
train/28.09-14-17:45.jpg,train,truck,325,261,360,295
train/28.09-14-17:45.jpg,train,taxi,461,276,478,298
train/28.09-14-17:45.jpg,train,taxi,481,265,504,280
train/34.09-14-17:47.jpg,train,taxi,1,288,151,442
train/34.09-14-17:47.jpg,train,car,298,111,422,217
train/34.09-14-17:47.jpg,train,taxi,465,98,516,150
train/34.09-14-17:47.jpg,train,taxi,538,121,570,174
train/34.09-14-17:47.jpg,train,taxi,384,290,448,390
train/34.09-14-17:47.jpg,train,taxi,516,206,566,275
train/34.09-14-17:47.jpg,train,truck,556,55,654,125
train/34.09-14-17:47.jpg,train,truck,296,155,507,339
train/34.09-14-17:47.jpg,train,motorcycle,430,141,460,172
train/4-02-15-20:14.jpg,train,motorcycle,250,113,272,165
train/4-02-15-20:14.jpg,train,motorcycle,189,311,247,425
train/4-02-15-20:14.jpg,train,motorcycle,117,177,144,241
train/4-02-15-20:14.jpg,train,motorcycle,191,30,210,66
train/4-02-15-20:14.jpg,train,car,1,195,68,300
train/4-02-15-20:14.jpg,train,car,377,27,408,54
train/4-02-15-20:14.jpg,train,car,345,4,372,32
train/4-02-15-20:14.jpg,train,car,234,4,261,32
train/4-02-15-20:14.jpg,train,car,50,51,94,89
train/4-02-15-20:14.jpg,train,car,119,1,148,21
train/4-02-15-20:14.jpg,train,car,150,1,177,25
train/4-02-15-20:14.jpg,train,car,267,1,298,19
train/3-02-15-20:03.jpg,train,car,250,264,367,396
train/3-02-15-20:03.jpg,train,car,403,189,501,257
train/3-02-15-20:03.jpg,train,car,152,145,200,191
train/3-02-15-20:03.jpg,train,car,79,113,124,157
train/3-02-15-20:03.jpg,train,car,268,137,343,196
train/3-02-15-20:03.jpg,train,car,561,346,704,456
train/3-02-15-20:03.jpg,train,car,176,80,213,109
train/3-02-15-20:03.jpg,train,car,105,89,146,120
train/3-02-15-20:03.jpg,train,car,74,63,104,87
train/4-02-15-20:55.jpg,train,car,186,96,230,142
train/4-02-15-20:55.jpg,train,car,351,47,388,79
train/4-02-15-20:55.jpg,train,motorcycle,241,101,264,148
train/28.09-14-17:54.jpg,train,car,549,336,653,419
train/28.09-14-17:54.jpg,train,taxi,90,255,165,330
train/28.09-14-17:54.jpg,train,taxi,220,196,277,259
train/28.09-14-17:54.jpg,train,taxi,215,122,253,171
train/28.09-14-17:54.jpg,train,taxi,320,123,376,160
train/28.09-14-17:54.jpg,train,car,537,119,586,158
train/28.09-14-17:54.jpg,train,car,617,123,704,159
train/28.09-14-17:54.jpg,train,car,139,165,190,215
train/28.09-14-17:54.jpg,train,car,119,91,167,139
train/28.09-14-17:54.jpg,train,car,292,89,347,126
train/28.09-14-17:54.jpg,train,car,253,62,295,97
train/28.09-14-17:54.jpg,train,car,257,37,307,62
train/28.09-14-17:54.jpg,train,car,335,66,397,113
train/28.09-14-17:54.jpg,train,truck,177,5,259,72
train/69-02-15-20:13.jpg,train,car,287,287,366,377
train/69-02-15-20:13.jpg,train,car,397,191,452,245
train/69-02-15-20:13.jpg,train,car,461,77,499,103
train/69-02-15-20:13.jpg,train,car,347,107,380,135
train/69-02-15-20:13.jpg,train,car,311,117,340,149
train/69-02-15-20:13.jpg,train,car,417,319,500,429
train/69-02-15-20:13.jpg,train,taxi,340,212,396,279
train/69-02-15-20:13.jpg,train,taxi,254,208,304,277
train/69-02-15-20:13.jpg,train,taxi,274,165,317,214
train/69-02-15-20:13.jpg,train,car,538,104,585,131
train/69-02-15-20:13.jpg,train,motorcycle,548,115,567,147
train/69-02-15-20:13.jpg,train,car,388,85,416,107
train/69-02-15-20:13.jpg,train,car,386,71,409,87
train/69-02-15-20:13.jpg,train,car,437,62,459,80
train/15-02-15-20:13.jpg,train,car,532,81,576,130
train/15-02-15-20:13.jpg,train,taxi,515,162,582,239
train/15-02-15-20:13.jpg,train,taxi,222,187,341,289
train/15-02-15-20:13.jpg,train,taxi,252,117,332,178
train/15-02-15-20:13.jpg,train,taxi,419,75,479,129
train/15-02-15-20:13.jpg,train,taxi,595,73,633,122
train/15-02-15-20:13.jpg,train,car,466,43,516,83
train/15-02-15-20:13.jpg,train,motorcycle,318,133,351,192
train/22.09-14-17:57.jpg,train,taxi,77,195,180,286
train/22.09-14-17:57.jpg,train,bus,1,301,204,477
train/22.09-14-17:57.jpg,train,car,1,260,105,308
train/22.09-14-17:57.jpg,train,car,1,188,49,256
train/22.09-14-17:57.jpg,train,taxi,1,238,42,271
train/22.09-14-17:57.jpg,train,car,11,148,116,215
train/22.09-14-17:57.jpg,train,car,117,168,228,240
train/22.09-14-17:57.jpg,train,truck,119,42,263,195
train/22.09-14-17:57.jpg,train,car,88,99,136,163
train/22.09-14-17:57.jpg,train,taxi,234,102,293,173
train/22.09-14-17:57.jpg,train,car,242,72,305,138
train/22.09-14-17:57.jpg,train,car,282,42,341,99
train/22.09-14-17:57.jpg,train,taxi,273,14,313,67
train/26.09-14-17:47.jpg,train,motorcycle,371,142,426,224
